date,year,month,country,iso3,arrivals
2000-03-01,2000,3,"UK, CIs & IOM",GBR,55430
2000-04-01,2000,4,"UK, CIs & IOM",GBR,52380
2000-05-01,2000,5,"UK, CIs & IOM",GBR,27220
2000-06-01,2000,6,"UK, CIs & IOM",GBR,25790
2000-07-01,2000,7,"UK, CIs & IOM",GBR,38660
2000-08-01,2000,8,"UK, CIs & IOM",GBR,33000
2000-09-01,2000,9,"UK, CIs & IOM",GBR,35570
2000-10-01,2000,10,"UK, CIs & IOM",GBR,52630
2000-11-01,2000,11,"UK, CIs & IOM",GBR,61580
2000-12-01,2000,12,"UK, CIs & IOM",GBR,91660
2001-01-01,2001,1,"UK, CIs & IOM",GBR,56910
2001-02-01,2001,2,"UK, CIs & IOM",GBR,69470
2001-03-01,2001,3,"UK, CIs & IOM",GBR,58510
2001-04-01,2001,4,"UK, CIs & IOM",GBR,46080
2001-05-01,2001,5,"UK, CIs & IOM",GBR,25470
2001-06-01,2001,6,"UK, CIs & IOM",GBR,35900
2001-07-01,2001,7,"UK, CIs & IOM",GBR,46770
2001-08-01,2001,8,"UK, CIs & IOM",GBR,35310
2001-09-01,2001,9,"UK, CIs & IOM",GBR,39790
2001-10-01,2001,10,"UK, CIs & IOM",GBR,53160
2001-11-01,2001,11,"UK, CIs & IOM",GBR,57250
2001-12-01,2001,12,"UK, CIs & IOM",GBR,92580
2002-01-01,2002,1,"UK, CIs & IOM",GBR,61100
2002-02-01,2002,2,"UK, CIs & IOM",GBR,71250
2002-03-01,2002,3,"UK, CIs & IOM",GBR,74300
2002-04-01,2002,4,"UK, CIs & IOM",GBR,40040
2002-05-01,2002,5,"UK, CIs & IOM",GBR,28540
2002-06-01,2002,6,"UK, CIs & IOM",GBR,26980
2002-07-01,2002,7,"UK, CIs & IOM",GBR,41090
2002-08-01,2002,8,"UK, CIs & IOM",GBR,35260
2002-09-01,2002,9,"UK, CIs & IOM",GBR,39600
2002-10-01,2002,10,"UK, CIs & IOM",GBR,54490
2002-11-01,2002,11,"UK, CIs & IOM",GBR,66680
2002-12-01,2002,12,"UK, CIs & IOM",GBR,103320
2003-01-01,2003,1,"UK, CIs & IOM",GBR,63560
2003-02-01,2003,2,"UK, CIs & IOM",GBR,70900
2003-03-01,2003,3,"UK, CIs & IOM",GBR,61800
2003-04-01,2003,4,"UK, CIs & IOM",GBR,50670
2003-05-01,2003,5,"UK, CIs & IOM",GBR,27970
2003-06-01,2003,6,"UK, CIs & IOM",GBR,28880
2003-07-01,2003,7,"UK, CIs & IOM",GBR,45020
2003-08-01,2003,8,"UK, CIs & IOM",GBR,36850
2003-09-01,2003,9,"UK, CIs & IOM",GBR,43270
2003-10-01,2003,10,"UK, CIs & IOM",GBR,63380
2003-11-01,2003,11,"UK, CIs & IOM",GBR,74270
2003-12-01,2003,12,"UK, CIs & IOM",GBR,106240
2004-01-01,2004,1,"UK, CIs & IOM",GBR,61950
2004-02-01,2004,2,"UK, CIs & IOM",GBR,75230
2004-03-01,2004,3,"UK, CIs & IOM",GBR,68240
2004-04-01,2004,4,"UK, CIs & IOM",GBR,52220
2004-05-01,2004,5,"UK, CIs & IOM",GBR,29330
2004-06-01,2004,6,"UK, CIs & IOM",GBR,30370
2004-07-01,2004,7,"UK, CIs & IOM",GBR,45320
2004-08-01,2004,8,"UK, CIs & IOM",GBR,39780
2004-09-01,2004,9,"UK, CIs & IOM",GBR,40770
2004-10-01,2004,10,"UK, CIs & IOM",GBR,59960
2004-11-01,2004,11,"UK, CIs & IOM",GBR,65650
2004-12-01,2004,12,"UK, CIs & IOM",GBR,110500
2005-01-01,2005,1,"UK, CIs & IOM",GBR,70840
2005-02-01,2005,2,"UK, CIs & IOM",GBR,78200
2005-03-01,2005,3,"UK, CIs & IOM",GBR,87360
2005-04-01,2005,4,"UK, CIs & IOM",GBR,46520
2005-05-01,2005,5,"UK, CIs & IOM",GBR,29260
2005-06-01,2005,6,"UK, CIs & IOM",GBR,30490
2005-07-01,2005,7,"UK, CIs & IOM",GBR,49390
2005-08-01,2005,8,"UK, CIs & IOM",GBR,41290
2005-09-01,2005,9,"UK, CIs & IOM",GBR,41630
2005-10-01,2005,10,"UK, CIs & IOM",GBR,61540
2005-11-01,2005,11,"UK, CIs & IOM",GBR,67200
2005-12-01,2005,12,"UK, CIs & IOM",GBR,111090
2006-01-01,2006,1,"UK, CIs & IOM",GBR,68210
2006-02-01,2006,2,"UK, CIs & IOM",GBR,79390
2006-03-01,2006,3,"UK, CIs & IOM",GBR,79270
2006-04-01,2006,4,"UK, CIs & IOM",GBR,59850
2006-05-01,2006,5,"UK, CIs & IOM",GBR,29080
2006-06-01,2006,6,"UK, CIs & IOM",GBR,29160
2006-07-01,2006,7,"UK, CIs & IOM",GBR,45600
2006-08-01,2006,8,"UK, CIs & IOM",GBR,38250
2006-09-01,2006,9,"UK, CIs & IOM",GBR,41780
2006-10-01,2006,10,"UK, CIs & IOM",GBR,61610
2006-11-01,2006,11,"UK, CIs & IOM",GBR,75820
2006-12-01,2006,12,"UK, CIs & IOM",GBR,136650
2007-01-01,2007,1,"UK, CIs & IOM",GBR,71240
2007-02-01,2007,2,"UK, CIs & IOM",GBR,78040
2007-03-01,2007,3,"UK, CIs & IOM",GBR,86150
2007-04-01,2007,4,"UK, CIs & IOM",GBR,52790
2007-05-01,2007,5,"UK, CIs & IOM",GBR,30250
2007-06-01,2007,6,"UK, CIs & IOM",GBR,27530
2007-07-01,2007,7,"UK, CIs & IOM",GBR,44010
2007-08-01,2007,8,"UK, CIs & IOM",GBR,39660
2007-09-01,2007,9,"UK, CIs & IOM",GBR,43420
2007-10-01,2007,10,"UK, CIs & IOM",GBR,58890
2007-11-01,2007,11,"UK, CIs & IOM",GBR,67620
2007-12-01,2007,12,"UK, CIs & IOM",GBR,106130
2008-01-01,2008,1,"UK, CIs & IOM",GBR,66680
2008-02-01,2008,2,"UK, CIs & IOM",GBR,83620
2008-03-01,2008,3,"UK, CIs & IOM",GBR,88600
2008-04-01,2008,4,"UK, CIs & IOM",GBR,51340
2008-05-01,2008,5,"UK, CIs & IOM",GBR,30990
2008-06-01,2008,6,"UK, CIs & IOM",GBR,28920
2008-07-01,2008,7,"UK, CIs & IOM",GBR,42840
2008-08-01,2008,8,"UK, CIs & IOM",GBR,38060
2008-09-01,2008,9,"UK, CIs & IOM",GBR,41240
2008-10-01,2008,10,"UK, CIs & IOM",GBR,58350
2008-11-01,2008,11,"UK, CIs & IOM",GBR,62370
2008-12-01,2008,12,"UK, CIs & IOM",GBR,103210
2009-01-01,2009,1,"UK, CIs & IOM",GBR,60810
2009-02-01,2009,2,"UK, CIs & IOM",GBR,81190
2009-03-01,2009,3,"UK, CIs & IOM",GBR,73310
2009-04-01,2009,4,"UK, CIs & IOM",GBR,56070
2009-05-01,2009,5,"UK, CIs & IOM",GBR,31860
2009-06-01,2009,6,"UK, CIs & IOM",GBR,30390
2009-07-01,2009,7,"UK, CIs & IOM",GBR,40400
2009-08-01,2009,8,"UK, CIs & IOM",GBR,37390
2009-09-01,2009,9,"UK, CIs & IOM",GBR,42870
2009-10-01,2009,10,"UK, CIs & IOM",GBR,61520
2009-11-01,2009,11,"UK, CIs & IOM",GBR,66570
2009-12-01,2009,12,"UK, CIs & IOM",GBR,102210
2010-01-01,2010,1,"UK, CIs & IOM",GBR,65300
2010-02-01,2010,2,"UK, CIs & IOM",GBR,78430
2010-03-01,2010,3,"UK, CIs & IOM",GBR,79360
2010-04-01,2010,4,"UK, CIs & IOM",GBR,44840
2010-05-01,2010,5,"UK, CIs & IOM",GBR,31680
2010-06-01,2010,6,"UK, CIs & IOM",GBR,27630
2010-07-01,2010,7,"UK, CIs & IOM",GBR,37540
2010-08-01,2010,8,"UK, CIs & IOM",GBR,34700
2010-09-01,2010,9,"UK, CIs & IOM",GBR,40740
2010-10-01,2010,10,"UK, CIs & IOM",GBR,57810
2010-11-01,2010,11,"UK, CIs & IOM",GBR,66270
2010-12-01,2010,12,"UK, CIs & IOM",GBR,109130
2011-01-01,2011,1,"UK, CIs & IOM",GBR,62820
2011-02-01,2011,2,"UK, CIs & IOM",GBR,75660
2011-03-01,2011,3,"UK, CIs & IOM",GBR,62040
2011-04-01,2011,4,"UK, CIs & IOM",GBR,60910
2011-05-01,2011,5,"UK, CIs & IOM",GBR,27590
2011-06-01,2011,6,"UK, CIs & IOM",GBR,26080
2011-07-01,2011,7,"UK, CIs & IOM",GBR,35800
2011-08-01,2011,8,"UK, CIs & IOM",GBR,35190
2011-09-01,2011,9,"UK, CIs & IOM",GBR,41490
2011-10-01,2011,10,"UK, CIs & IOM",GBR,55160
2011-11-01,2011,11,"UK, CIs & IOM",GBR,58370
2011-12-01,2011,12,"UK, CIs & IOM",GBR,96250
2012-01-01,2012,1,"UK, CIs & IOM",GBR,60260
2012-02-01,2012,2,"UK, CIs & IOM",GBR,75180
2012-03-01,2012,3,"UK, CIs & IOM",GBR,70110
2012-04-01,2012,4,"UK, CIs & IOM",GBR,44170
2012-05-01,2012,5,"UK, CIs & IOM",GBR,28200
2012-06-01,2012,6,"UK, CIs & IOM",GBR,26610
2012-07-01,2012,7,"UK, CIs & IOM",GBR,32350
2012-08-01,2012,8,"UK, CIs & IOM",GBR,34500
2012-09-01,2012,9,"UK, CIs & IOM",GBR,40830
2012-10-01,2012,10,"UK, CIs & IOM",GBR,53900
2012-11-01,2012,11,"UK, CIs & IOM",GBR,61730
2012-12-01,2012,12,"UK, CIs & IOM",GBR,98140
2013-01-01,2013,1,"UK, CIs & IOM",GBR,60930
2013-02-01,2013,2,"UK, CIs & IOM",GBR,70300
2013-03-01,2013,3,"UK, CIs & IOM",GBR,74560
2013-04-01,2013,4,"UK, CIs & IOM",GBR,40520
2013-05-01,2013,5,"UK, CIs & IOM",GBR,28080
2013-06-01,2013,6,"UK, CIs & IOM",GBR,42150
2013-07-01,2013,7,"UK, CIs & IOM",GBR,39780
2013-08-01,2013,8,"UK, CIs & IOM",GBR,35050
2013-09-01,2013,9,"UK, CIs & IOM",GBR,40560
2013-10-01,2013,10,"UK, CIs & IOM",GBR,54630
2013-11-01,2013,11,"UK, CIs & IOM",GBR,67270
2013-12-01,2013,12,"UK, CIs & IOM",GBR,114400
2014-01-01,2014,1,"UK, CIs & IOM",GBR,66040
2014-02-01,2014,2,"UK, CIs & IOM",GBR,76260
2014-03-01,2014,3,"UK, CIs & IOM",GBR,67920
2014-04-01,2014,4,"UK, CIs & IOM",GBR,55040
2014-05-01,2014,5,"UK, CIs & IOM",GBR,28190
2014-06-01,2014,6,"UK, CIs & IOM",GBR,26090
2014-07-01,2014,7,"UK, CIs & IOM",GBR,38720
2014-08-01,2014,8,"UK, CIs & IOM",GBR,36330
2014-09-01,2014,9,"UK, CIs & IOM",GBR,42470
2014-10-01,2014,10,"UK, CIs & IOM",GBR,54640
2014-11-01,2014,11,"UK, CIs & IOM",GBR,62570
2014-12-01,2014,12,"UK, CIs & IOM",GBR,102920
2015-01-01,2015,1,"UK, CIs & IOM",GBR,69690
2015-02-01,2015,2,"UK, CIs & IOM",GBR,73460
2015-03-01,2015,3,"UK, CIs & IOM",GBR,82510
2015-04-01,2015,4,"UK, CIs & IOM",GBR,47250
2015-05-01,2015,5,"UK, CIs & IOM",GBR,29690
2015-06-01,2015,6,"UK, CIs & IOM",GBR,26930
2015-07-01,2015,7,"UK, CIs & IOM",GBR,41170
2015-08-01,2015,8,"UK, CIs & IOM",GBR,38170
2015-09-01,2015,9,"UK, CIs & IOM",GBR,43100
2015-10-01,2015,10,"UK, CIs & IOM",GBR,56230
2015-11-01,2015,11,"UK, CIs & IOM",GBR,67190
2015-12-01,2015,12,"UK, CIs & IOM",GBR,112800
2016-01-01,2016,1,"UK, CIs & IOM",GBR,70420
2016-02-01,2016,2,"UK, CIs & IOM",GBR,81670
2016-03-01,2016,3,"UK, CIs & IOM",GBR,87400
2016-04-01,2016,4,"UK, CIs & IOM",GBR,46690
2016-05-01,2016,5,"UK, CIs & IOM",GBR,30060
2016-06-01,2016,6,"UK, CIs & IOM",GBR,28790
2016-07-01,2016,7,"UK, CIs & IOM",GBR,42690
2016-08-01,2016,8,"UK, CIs & IOM",GBR,39280
2016-09-01,2016,9,"UK, CIs & IOM",GBR,43630
2016-10-01,2016,10,"UK, CIs & IOM",GBR,60580
2016-11-01,2016,11,"UK, CIs & IOM",GBR,67590
2016-12-01,2016,12,"UK, CIs & IOM",GBR,116750
2017-01-01,2017,1,"UK, CIs & IOM",GBR,72610
2017-02-01,2017,2,"UK, CIs & IOM",GBR,87710
2017-03-01,2017,3,"UK, CIs & IOM",GBR,78830
2017-04-01,2017,4,"UK, CIs & IOM",GBR,57330
2017-05-01,2017,5,"UK, CIs & IOM",GBR,30250
2017-06-01,2017,6,"UK, CIs & IOM",GBR,29160
2017-07-01,2017,7,"UK, CIs & IOM",GBR,40570
2017-08-01,2017,8,"UK, CIs & IOM",GBR,37910
2017-09-01,2017,9,"UK, CIs & IOM",GBR,41170
2017-10-01,2017,10,"UK, CIs & IOM",GBR,58100
2017-11-01,2017,11,"UK, CIs & IOM",GBR,74890
2017-12-01,2017,12,"UK, CIs & IOM",GBR,124360
2018-01-01,2018,1,"UK, CIs & IOM",GBR,76190
2018-02-01,2018,2,"UK, CIs & IOM",GBR,85410
2018-03-01,2018,3,"UK, CIs & IOM",GBR,90750
2018-04-01,2018,4,"UK, CIs & IOM",GBR,52930
2018-05-01,2018,5,"UK, CIs & IOM",GBR,31550
2018-06-01,2018,6,"UK, CIs & IOM",GBR,28780
2018-07-01,2018,7,"UK, CIs & IOM",GBR,39210
2018-08-01,2018,8,"UK, CIs & IOM",GBR,38500
2018-09-01,2018,9,"UK, CIs & IOM",GBR,43310
2018-10-01,2018,10,"UK, CIs & IOM",GBR,60820
2018-11-01,2018,11,"UK, CIs & IOM",GBR,68150
2018-12-01,2018,12,"UK, CIs & IOM",GBR,117850
2019-01-01,2019,1,"UK, CIs & IOM",GBR,73990
2019-02-01,2019,2,"UK, CIs & IOM",GBR,85330
2019-03-01,2019,3,"UK, CIs & IOM",GBR,74000
2019-04-01,2019,4,"UK, CIs & IOM",GBR,59150
2019-05-01,2019,5,"UK, CIs & IOM",GBR,29980
2019-06-01,2019,6,"UK, CIs & IOM",GBR,28290
2019-07-01,2019,7,"UK, CIs & IOM",GBR,39300
2019-08-01,2019,8,"UK, CIs & IOM",GBR,36130
2019-09-01,2019,9,"UK, CIs & IOM",GBR,41300
2019-10-01,2019,10,"UK, CIs & IOM",GBR,60940
2019-11-01,2019,11,"UK, CIs & IOM",GBR,68880
2019-12-01,2019,12,"UK, CIs & IOM",GBR,118530
2020-01-01,2020,1,"UK, CIs & IOM",GBR,72100
2020-02-01,2020,2,"UK, CIs & IOM",GBR,84750
2020-03-01,2020,3,"UK, CIs & IOM",GBR,39360
2020-04-01,2020,4,"UK, CIs & IOM",GBR,140
2020-05-01,2020,5,"UK, CIs & IOM",GBR,340
2020-06-01,2020,6,"UK, CIs & IOM",GBR,570
2020-07-01,2020,7,"UK, CIs & IOM",GBR,410
2020-08-01,2020,8,"UK, CIs & IOM",GBR,310
2020-09-01,2020,9,"UK, CIs & IOM",GBR,430
2020-10-01,2020,10,"UK, CIs & IOM",GBR,670
2020-11-01,2020,11,"UK, CIs & IOM",GBR,840
2020-12-01,2020,12,"UK, CIs & IOM",GBR,880
2021-01-01,2021,1,"UK, CIs & IOM",GBR,740
2021-02-01,2021,2,"UK, CIs & IOM",GBR,630
2021-03-01,2021,3,"UK, CIs & IOM",GBR,810
2021-04-01,2021,4,"UK, CIs & IOM",GBR,660
2021-05-01,2021,5,"UK, CIs & IOM",GBR,860
2021-06-01,2021,6,"UK, CIs & IOM",GBR,870
2021-07-01,2021,7,"UK, CIs & IOM",GBR,740
2021-08-01,2021,8,"UK, CIs & IOM",GBR,550
2021-09-01,2021,9,"UK, CIs & IOM",GBR,380
2021-10-01,2021,10,"UK, CIs & IOM",GBR,380
2021-11-01,2021,11,"UK, CIs & IOM",GBR,2790
2021-12-01,2021,12,"UK, CIs & IOM",GBR,12480
2022-01-01,2022,1,"UK, CIs & IOM",GBR,9720
2022-02-01,2022,2,"UK, CIs & IOM",GBR,13810
2022-03-01,2022,3,"UK, CIs & IOM",GBR,27960
2022-04-01,2022,4,"UK, CIs & IOM",GBR,31890
2022-05-01,2022,5,"UK, CIs & IOM",GBR,16420
2022-06-01,2022,6,"UK, CIs & IOM",GBR,16720
2022-07-01,2022,7,"UK, CIs & IOM",GBR,25340
2022-08-01,2022,8,"UK, CIs & IOM",GBR,23910
2022-09-01,2022,9,"UK, CIs & IOM",GBR,33500
2022-10-01,2022,10,"UK, CIs & IOM",GBR,47420
2022-11-01,2022,11,"UK, CIs & IOM",GBR,55410
2022-12-01,2022,12,"UK, CIs & IOM",GBR,97090
2023-01-01,2023,1,"UK, CIs & IOM",GBR,55070
2023-02-01,2023,2,"UK, CIs & IOM",GBR,72110
2023-03-01,2023,3,"UK, CIs & IOM",GBR,73490
2023-04-01,2023,4,"UK, CIs & IOM",GBR,42920
2023-05-01,2023,5,"UK, CIs & IOM",GBR,24610
2023-06-01,2023,6,"UK, CIs & IOM",GBR,22700
2023-07-01,2023,7,"UK, CIs & IOM",GBR,32990
2023-08-01,2023,8,"UK, CIs & IOM",GBR,31400
2023-09-01,2023,9,"UK, CIs & IOM",GBR,35950
2023-10-01,2023,10,"UK, CIs & IOM",GBR,50610
2023-11-01,2023,11,"UK, CIs & IOM",GBR,57860
2023-12-01,2023,12,"UK, CIs & IOM",GBR,97170
2024-01-01,2024,1,"UK, CIs & IOM",GBR,62100
2024-02-01,2024,2,"UK, CIs & IOM",GBR,77140
2024-03-01,2024,3,"UK, CIs & IOM",GBR,78820
2024-04-01,2024,4,"UK, CIs & IOM",GBR,40140
2024-05-01,2024,5,"UK, CIs & IOM",GBR,27870
2024-06-01,2024,6,"UK, CIs & IOM",GBR,23230
2024-07-01,2024,7,"UK, CIs & IOM",GBR,32840
2024-08-01,2024,8,"UK, CIs & IOM",GBR,34770
2024-09-01,2024,9,"UK, CIs & IOM",GBR,41980
2024-10-01,2024,10,"UK, CIs & IOM",GBR,55200
2024-11-01,2024,11,"UK, CIs & IOM",GBR,62940
2024-12-01,2024,12,"UK, CIs & IOM",GBR,103730
2025-01-01,2025,1,"UK, CIs & IOM",GBR,71140
2025-02-01,2025,2,"UK, CIs & IOM",GBR,77620
2025-03-01,2025,3,"UK, CIs & IOM",GBR,74520
2025-04-01,2025,4,"UK, CIs & IOM",GBR,55990
2025-05-01,2025,5,"UK, CIs & IOM",GBR,30760
2025-06-01,2025,6,"UK, CIs & IOM",GBR,27900
2025-07-01,2025,7,"UK, CIs & IOM",GBR,56460
2025-08-01,2025,8,"UK, CIs & IOM",GBR,38600
2025-09-01,2025,9,"UK, CIs & IOM",GBR,46900
2025-10-01,2025,10,"UK, CIs & IOM",GBR,59700
2025-11-01,2025,11,"UK, CIs & IOM",GBR,80090
2025-12-01,2025,12,"UK, CIs & IOM",GBR,138610
2026-01-01,2026,1,"UK, CIs & IOM",GBR,79470
2026-02-01,2026,2,"UK, CIs & IOM",GBR,83580
1991-01-01,1991,1,China,CHN,1260
1991-02-01,1991,2,China,CHN,1160
1991-03-01,1991,3,China,CHN,1430
1991-04-01,1991,4,China,CHN,1120
1991-05-01,1991,5,China,CHN,990
1991-06-01,1991,6,China,CHN,1290
1991-07-01,1991,7,China,CHN,1170
1991-08-01,1991,8,China,CHN,1580
1991-09-01,1991,9,China,CHN,1360
1991-10-01,1991,10,China,CHN,1200
1991-11-01,1991,11,China,CHN,1940
1991-12-01,1991,12,China,CHN,1920
1992-01-01,1992,1,China,CHN,1180
1992-02-01,1992,2,China,CHN,2100
1992-03-01,1992,3,China,CHN,1580
1992-04-01,1992,4,China,CHN,1320
1992-05-01,1992,5,China,CHN,1500
1992-06-01,1992,6,China,CHN,1310
1992-07-01,1992,7,China,CHN,1300
1992-08-01,1992,8,China,CHN,1260
1992-09-01,1992,9,China,CHN,1780
1992-10-01,1992,10,China,CHN,1520
1992-11-01,1992,11,China,CHN,1960
1992-12-01,1992,12,China,CHN,1870
1993-01-01,1993,1,China,CHN,1360
1993-02-01,1993,2,China,CHN,1740
1993-03-01,1993,3,China,CHN,1580
1993-04-01,1993,4,China,CHN,1720
1993-05-01,1993,5,China,CHN,1710
1993-06-01,1993,6,China,CHN,1710
1993-07-01,1993,7,China,CHN,1870
1993-08-01,1993,8,China,CHN,2230
1993-09-01,1993,9,China,CHN,1510
1993-10-01,1993,10,China,CHN,2200
1993-11-01,1993,11,China,CHN,2700
1993-12-01,1993,12,China,CHN,1940
1994-01-01,1994,1,China,CHN,1660
1994-02-01,1994,2,China,CHN,1980
1994-03-01,1994,3,China,CHN,2060
1994-04-01,1994,4,China,CHN,2130
1994-05-01,1994,5,China,CHN,2630
1994-06-01,1994,6,China,CHN,2110
1994-07-01,1994,7,China,CHN,2590
1994-08-01,1994,8,China,CHN,2230
1994-09-01,1994,9,China,CHN,2260
1994-10-01,1994,10,China,CHN,3450
1994-11-01,1994,11,China,CHN,3240
1994-12-01,1994,12,China,CHN,3350
1995-01-01,1995,1,China,CHN,2660
1995-02-01,1995,2,China,CHN,2850
1995-03-01,1995,3,China,CHN,2960
1995-04-01,1995,4,China,CHN,3220
1995-05-01,1995,5,China,CHN,2850
1995-06-01,1995,6,China,CHN,2920
1995-07-01,1995,7,China,CHN,3520
1995-08-01,1995,8,China,CHN,3450
1995-09-01,1995,9,China,CHN,3250
1995-10-01,1995,10,China,CHN,4250
1995-11-01,1995,11,China,CHN,5360
1995-12-01,1995,12,China,CHN,5310
1996-01-01,1996,1,China,CHN,3610
1996-02-01,1996,2,China,CHN,3930
1996-03-01,1996,3,China,CHN,4260
1996-04-01,1996,4,China,CHN,4180
1996-05-01,1996,5,China,CHN,4420
1996-06-01,1996,6,China,CHN,4190
1996-07-01,1996,7,China,CHN,4460
1996-08-01,1996,8,China,CHN,4000
1996-09-01,1996,9,China,CHN,4400
1996-10-01,1996,10,China,CHN,4940
1996-11-01,1996,11,China,CHN,6450
1996-12-01,1996,12,China,CHN,5140
1997-01-01,1997,1,China,CHN,4850
1997-02-01,1997,2,China,CHN,4910
1997-03-01,1997,3,China,CHN,5380
1997-04-01,1997,4,China,CHN,5340
1997-05-01,1997,5,China,CHN,5910
1997-06-01,1997,6,China,CHN,4640
1997-07-01,1997,7,China,CHN,4590
1997-08-01,1997,8,China,CHN,5160
1997-09-01,1997,9,China,CHN,4880
1997-10-01,1997,10,China,CHN,6230
1997-11-01,1997,11,China,CHN,7150
1997-12-01,1997,12,China,CHN,6810
1998-01-01,1998,1,China,CHN,6710
1998-02-01,1998,2,China,CHN,6440
1998-03-01,1998,3,China,CHN,6510
1998-04-01,1998,4,China,CHN,5550
1998-05-01,1998,5,China,CHN,6460
1998-06-01,1998,6,China,CHN,5480
1998-07-01,1998,7,China,CHN,7950
1998-08-01,1998,8,China,CHN,6340
1998-09-01,1998,9,China,CHN,5250
1998-10-01,1998,10,China,CHN,6460
1998-11-01,1998,11,China,CHN,6420
1998-12-01,1998,12,China,CHN,6990
1999-01-01,1999,1,China,CHN,6700
1999-02-01,1999,2,China,CHN,9660
1999-03-01,1999,3,China,CHN,6400
1999-04-01,1999,4,China,CHN,6160
1999-05-01,1999,5,China,CHN,7110
1999-06-01,1999,6,China,CHN,6130
1999-07-01,1999,7,China,CHN,8700
1999-08-01,1999,8,China,CHN,7180
1999-09-01,1999,9,China,CHN,6930
1999-10-01,1999,10,China,CHN,9500
1999-11-01,1999,11,China,CHN,8990
1999-12-01,1999,12,China,CHN,9130
2000-01-01,2000,1,China,CHN,8860
2000-02-01,2000,2,China,CHN,13970
2000-03-01,2000,3,China,CHN,7330
2000-04-01,2000,4,China,CHN,7880
2000-05-01,2000,5,China,CHN,8960
2000-06-01,2000,6,China,CHN,7590
2000-07-01,2000,7,China,CHN,12470
2000-08-01,2000,8,China,CHN,9920
2000-09-01,2000,9,China,CHN,7830
2000-10-01,2000,10,China,CHN,9950
2000-11-01,2000,11,China,CHN,10930
2000-12-01,2000,12,China,CHN,14570
2001-01-01,2001,1,China,CHN,21470
2001-02-01,2001,2,China,CHN,13420
2001-03-01,2001,3,China,CHN,10390
2001-04-01,2001,4,China,CHN,12660
2001-05-01,2001,5,China,CHN,11320
2001-06-01,2001,6,China,CHN,8530
2001-07-01,2001,7,China,CHN,15990
2001-08-01,2001,8,China,CHN,13440
2001-09-01,2001,9,China,CHN,11480
2001-10-01,2001,10,China,CHN,13080
2001-11-01,2001,11,China,CHN,12260
2001-12-01,2001,12,China,CHN,13900
2002-01-01,2002,1,China,CHN,15400
2002-02-01,2002,2,China,CHN,26200
2002-03-01,2002,3,China,CHN,12280
2002-04-01,2002,4,China,CHN,15080
2002-05-01,2002,5,China,CHN,12630
2002-06-01,2002,6,China,CHN,10530
2002-07-01,2002,7,China,CHN,19390
2002-08-01,2002,8,China,CHN,14980
2002-09-01,2002,9,China,CHN,12880
2002-10-01,2002,10,China,CHN,14720
2002-11-01,2002,11,China,CHN,17770
2002-12-01,2002,12,China,CHN,18160
2003-01-01,2003,1,China,CHN,20840
2003-02-01,2003,2,China,CHN,27030
2003-03-01,2003,3,China,CHN,14260
2003-04-01,2003,4,China,CHN,9480
2003-05-01,2003,5,China,CHN,3100
2003-06-01,2003,6,China,CHN,4520
2003-07-01,2003,7,China,CHN,11340
2003-08-01,2003,8,China,CHN,12130
2003-09-01,2003,9,China,CHN,14970
2003-10-01,2003,10,China,CHN,16670
2003-11-01,2003,11,China,CHN,19760
2003-12-01,2003,12,China,CHN,22040
2004-01-01,2004,1,China,CHN,31210
2004-02-01,2004,2,China,CHN,23390
2004-03-01,2004,3,China,CHN,17540
2004-04-01,2004,4,China,CHN,17690
2004-05-01,2004,5,China,CHN,16220
2004-06-01,2004,6,China,CHN,13930
2004-07-01,2004,7,China,CHN,26040
2004-08-01,2004,8,China,CHN,17410
2004-09-01,2004,9,China,CHN,16370
2004-10-01,2004,10,China,CHN,21390
2004-11-01,2004,11,China,CHN,24150
2004-12-01,2004,12,China,CHN,24870
2005-01-01,2005,1,China,CHN,37780
2005-02-01,2005,2,China,CHN,38480
2005-03-01,2005,3,China,CHN,17170
2005-04-01,2005,4,China,CHN,18720
2005-05-01,2005,5,China,CHN,15640
2005-06-01,2005,6,China,CHN,14120
2005-07-01,2005,7,China,CHN,28560
2005-08-01,2005,8,China,CHN,20620
2005-09-01,2005,9,China,CHN,17120
2005-10-01,2005,10,China,CHN,19310
2005-11-01,2005,11,China,CHN,29060
2005-12-01,2005,12,China,CHN,26150
2006-01-01,2006,1,China,CHN,32210
2006-02-01,2006,2,China,CHN,35040
2006-03-01,2006,3,China,CHN,21350
2006-04-01,2006,4,China,CHN,24180
2006-05-01,2006,5,China,CHN,19810
2006-06-01,2006,6,China,CHN,16730
2006-07-01,2006,7,China,CHN,31740
2006-08-01,2006,8,China,CHN,22980
2006-09-01,2006,9,China,CHN,21440
2006-10-01,2006,10,China,CHN,23470
2006-11-01,2006,11,China,CHN,29420
2006-12-01,2006,12,China,CHN,27200
2007-01-01,2007,1,China,CHN,28110
2007-02-01,2007,2,China,CHN,53620
2007-03-01,2007,3,China,CHN,31630
2007-04-01,2007,4,China,CHN,26560
2007-05-01,2007,5,China,CHN,19590
2007-06-01,2007,6,China,CHN,19190
2007-07-01,2007,7,China,CHN,32930
2007-08-01,2007,8,China,CHN,29090
2007-09-01,2007,9,China,CHN,23360
2007-10-01,2007,10,China,CHN,25410
2007-11-01,2007,11,China,CHN,34760
2007-12-01,2007,12,China,CHN,30360
2008-01-01,2008,1,China,CHN,35390
2008-02-01,2008,2,China,CHN,55920
