date,year,month,country,arrivals
2002-07-01,2002,7,Total Southern and Central Asia,3790
2002-08-01,2002,8,Total Southern and Central Asia,3890
2002-09-01,2002,9,Total Southern and Central Asia,4080
2002-10-01,2002,10,Total Southern and Central Asia,4980
2002-11-01,2002,11,Total Southern and Central Asia,4430
2002-12-01,2002,12,Total Southern and Central Asia,6020
2003-01-01,2003,1,Total Southern and Central Asia,4200
2003-02-01,2003,2,Total Southern and Central Asia,5060
2003-03-01,2003,3,Total Southern and Central Asia,4970
2003-04-01,2003,4,Total Southern and Central Asia,4490
2003-05-01,2003,5,Total Southern and Central Asia,5320
2003-06-01,2003,6,Total Southern and Central Asia,4650
2003-07-01,2003,7,Total Southern and Central Asia,5520
2003-08-01,2003,8,Total Southern and Central Asia,4760
2003-09-01,2003,9,Total Southern and Central Asia,5040
2003-10-01,2003,10,Total Southern and Central Asia,5220
2003-11-01,2003,11,Total Southern and Central Asia,5230
2003-12-01,2003,12,Total Southern and Central Asia,7720
2004-01-01,2004,1,Total Southern and Central Asia,4920
2004-02-01,2004,2,Total Southern and Central Asia,6940
2004-03-01,2004,3,Total Southern and Central Asia,5740
2004-04-01,2004,4,Total Southern and Central Asia,6350
2004-05-01,2004,5,Total Southern and Central Asia,8420
2004-06-01,2004,6,Total Southern and Central Asia,5450
2004-07-01,2004,7,Total Southern and Central Asia,5160
2004-08-01,2004,8,Total Southern and Central Asia,4710
2004-09-01,2004,9,Total Southern and Central Asia,5690
2004-10-01,2004,10,Total Southern and Central Asia,6050
2004-11-01,2004,11,Total Southern and Central Asia,5290
2004-12-01,2004,12,Total Southern and Central Asia,8140
2005-01-01,2005,1,Total Southern and Central Asia,5920
2005-02-01,2005,2,Total Southern and Central Asia,6720
2005-03-01,2005,3,Total Southern and Central Asia,6670
2005-04-01,2005,4,Total Southern and Central Asia,6630
2005-05-01,2005,5,Total Southern and Central Asia,9200
2005-06-01,2005,6,Total Southern and Central Asia,6600
2005-07-01,2005,7,Total Southern and Central Asia,7360
2005-08-01,2005,8,Total Southern and Central Asia,5770
2005-09-01,2005,9,Total Southern and Central Asia,6740
2005-10-01,2005,10,Total Southern and Central Asia,7660
2005-11-01,2005,11,Total Southern and Central Asia,7400
2005-12-01,2005,12,Total Southern and Central Asia,8770
2006-01-01,2006,1,Total Southern and Central Asia,6260
2006-02-01,2006,2,Total Southern and Central Asia,8050
2006-03-01,2006,3,Total Southern and Central Asia,9070
2006-04-01,2006,4,Total Southern and Central Asia,8710
2006-05-01,2006,5,Total Southern and Central Asia,11770
2006-06-01,2006,6,Total Southern and Central Asia,8840
2006-07-01,2006,7,Total Southern and Central Asia,8400
2006-08-01,2006,8,Total Southern and Central Asia,7390
2006-09-01,2006,9,Total Southern and Central Asia,7650
2006-10-01,2006,10,Total Southern and Central Asia,8160
2006-11-01,2006,11,Total Southern and Central Asia,8240
2006-12-01,2006,12,Total Southern and Central Asia,10120
2007-01-01,2007,1,Total Southern and Central Asia,6960
2007-02-01,2007,2,Total Southern and Central Asia,9180
2007-03-01,2007,3,Total Southern and Central Asia,9780
2007-04-01,2007,4,Total Southern and Central Asia,9750
2007-05-01,2007,5,Total Southern and Central Asia,12580
2007-06-01,2007,6,Total Southern and Central Asia,8930
2007-07-01,2007,7,Total Southern and Central Asia,8250
2007-08-01,2007,8,Total Southern and Central Asia,9080
2007-09-01,2007,9,Total Southern and Central Asia,8190
2007-10-01,2007,10,Total Southern and Central Asia,8370
2007-11-01,2007,11,Total Southern and Central Asia,10210
2007-12-01,2007,12,Total Southern and Central Asia,13640
2008-01-01,2008,1,Total Southern and Central Asia,9000
2008-02-01,2008,2,Total Southern and Central Asia,11270
2008-03-01,2008,3,Total Southern and Central Asia,11400
2008-04-01,2008,4,Total Southern and Central Asia,11720
2008-05-01,2008,5,Total Southern and Central Asia,14590
2008-06-01,2008,6,Total Southern and Central Asia,11460
2008-07-01,2008,7,Total Southern and Central Asia,10640
2008-08-01,2008,8,Total Southern and Central Asia,11150
2008-09-01,2008,9,Total Southern and Central Asia,9220
2008-10-01,2008,10,Total Southern and Central Asia,9880
2008-11-01,2008,11,Total Southern and Central Asia,10980
2008-12-01,2008,12,Total Southern and Central Asia,13990
2009-01-01,2009,1,Total Southern and Central Asia,10170
2009-02-01,2009,2,Total Southern and Central Asia,12660
2009-03-01,2009,3,Total Southern and Central Asia,12270
2009-04-01,2009,4,Total Southern and Central Asia,13080
2009-05-01,2009,5,Total Southern and Central Asia,15720
2009-06-01,2009,6,Total Southern and Central Asia,11800
2009-07-01,2009,7,Total Southern and Central Asia,11790
2009-08-01,2009,8,Total Southern and Central Asia,11320
2009-09-01,2009,9,Total Southern and Central Asia,10840
2009-10-01,2009,10,Total Southern and Central Asia,11970
2009-11-01,2009,11,Total Southern and Central Asia,12440
2009-12-01,2009,12,Total Southern and Central Asia,16750
2010-01-01,2010,1,Total Southern and Central Asia,11940
2010-02-01,2010,2,Total Southern and Central Asia,14880
2010-03-01,2010,3,Total Southern and Central Asia,15080
2010-04-01,2010,4,Total Southern and Central Asia,15080
2010-05-01,2010,5,Total Southern and Central Asia,16440
2010-06-01,2010,6,Total Southern and Central Asia,14970
2010-07-01,2010,7,Total Southern and Central Asia,13470
2010-08-01,2010,8,Total Southern and Central Asia,13200
2010-09-01,2010,9,Total Southern and Central Asia,12520
2010-10-01,2010,10,Total Southern and Central Asia,13910
2010-11-01,2010,11,Total Southern and Central Asia,15970
2010-12-01,2010,12,Total Southern and Central Asia,19680
2011-01-01,2011,1,Total Southern and Central Asia,13610
2011-02-01,2011,2,Total Southern and Central Asia,16890
2011-03-01,2011,3,Total Southern and Central Asia,17760
2011-04-01,2011,4,Total Southern and Central Asia,16200
2011-05-01,2011,5,Total Southern and Central Asia,17370
2011-06-01,2011,6,Total Southern and Central Asia,13780
2011-07-01,2011,7,Total Southern and Central Asia,13340
2011-08-01,2011,8,Total Southern and Central Asia,12420
2011-09-01,2011,9,Total Southern and Central Asia,14510
2011-10-01,2011,10,Total Southern and Central Asia,14700
2011-11-01,2011,11,Total Southern and Central Asia,17370
2011-12-01,2011,12,Total Southern and Central Asia,21760
2012-01-01,2012,1,Total Southern and Central Asia,14240
2012-02-01,2012,2,Total Southern and Central Asia,18810
2012-03-01,2012,3,Total Southern and Central Asia,17870
2012-04-01,2012,4,Total Southern and Central Asia,17850
2012-05-01,2012,5,Total Southern and Central Asia,18710
2012-06-01,2012,6,Total Southern and Central Asia,15600
2012-07-01,2012,7,Total Southern and Central Asia,13680
2012-08-01,2012,8,Total Southern and Central Asia,15180
2012-09-01,2012,9,Total Southern and Central Asia,15410
2012-10-01,2012,10,Total Southern and Central Asia,15490
2012-11-01,2012,11,Total Southern and Central Asia,19320
2012-12-01,2012,12,Total Southern and Central Asia,29180
2013-01-01,2013,1,Total Southern and Central Asia,15330
2013-02-01,2013,2,Total Southern and Central Asia,18940
2013-03-01,2013,3,Total Southern and Central Asia,20090
2013-04-01,2013,4,Total Southern and Central Asia,18550
2013-05-01,2013,5,Total Southern and Central Asia,19210
2013-06-01,2013,6,Total Southern and Central Asia,17980
2013-07-01,2013,7,Total Southern and Central Asia,14420
2013-08-01,2013,8,Total Southern and Central Asia,16200
2013-09-01,2013,9,Total Southern and Central Asia,17390
2013-10-01,2013,10,Total Southern and Central Asia,17300
2013-11-01,2013,11,Total Southern and Central Asia,21420
2013-12-01,2013,12,Total Southern and Central Asia,27610
2014-01-01,2014,1,Total Southern and Central Asia,15530
2014-02-01,2014,2,Total Southern and Central Asia,21370
2014-03-01,2014,3,Total Southern and Central Asia,21110
2014-04-01,2014,4,Total Southern and Central Asia,21240
2014-05-01,2014,5,Total Southern and Central Asia,26130
2014-06-01,2014,6,Total Southern and Central Asia,20900
2014-07-01,2014,7,Total Southern and Central Asia,16660
2014-08-01,2014,8,Total Southern and Central Asia,19340
2014-09-01,2014,9,Total Southern and Central Asia,18210
2014-10-01,2014,10,Total Southern and Central Asia,20740
2014-11-01,2014,11,Total Southern and Central Asia,22810
2014-12-01,2014,12,Total Southern and Central Asia,30540
2015-01-01,2015,1,Total Southern and Central Asia,20220
2015-02-01,2015,2,Total Southern and Central Asia,29820
2015-03-01,2015,3,Total Southern and Central Asia,31200
2015-04-01,2015,4,Total Southern and Central Asia,25790
2015-05-01,2015,5,Total Southern and Central Asia,27010
2015-06-01,2015,6,Total Southern and Central Asia,21400
2015-07-01,2015,7,Total Southern and Central Asia,19030
2015-08-01,2015,8,Total Southern and Central Asia,22120
2015-09-01,2015,9,Total Southern and Central Asia,20960
2015-10-01,2015,10,Total Southern and Central Asia,21670
2015-11-01,2015,11,Total Southern and Central Asia,26030
2015-12-01,2015,12,Total Southern and Central Asia,35150
2016-01-01,2016,1,Total Southern and Central Asia,20300
2016-02-01,2016,2,Total Southern and Central Asia,27730
2016-03-01,2016,3,Total Southern and Central Asia,29670
2016-04-01,2016,4,Total Southern and Central Asia,28930
2016-05-01,2016,5,Total Southern and Central Asia,32580
2016-06-01,2016,6,Total Southern and Central Asia,26550
2016-07-01,2016,7,Total Southern and Central Asia,22360
2016-08-01,2016,8,Total Southern and Central Asia,26160
2016-09-01,2016,9,Total Southern and Central Asia,26270
2016-10-01,2016,10,Total Southern and Central Asia,27030
2016-11-01,2016,11,Total Southern and Central Asia,30390
2016-12-01,2016,12,Total Southern and Central Asia,41050
2017-01-01,2017,1,Total Southern and Central Asia,23280
2017-02-01,2017,2,Total Southern and Central Asia,35000
2017-03-01,2017,3,Total Southern and Central Asia,32240
2017-04-01,2017,4,Total Southern and Central Asia,33520
2017-05-01,2017,5,Total Southern and Central Asia,37550
2017-06-01,2017,6,Total Southern and Central Asia,30350
2017-07-01,2017,7,Total Southern and Central Asia,27010
2017-08-01,2017,8,Total Southern and Central Asia,30600
2017-09-01,2017,9,Total Southern and Central Asia,32240
2017-10-01,2017,10,Total Southern and Central Asia,31160
2017-11-01,2017,11,Total Southern and Central Asia,37090
2017-12-01,2017,12,Total Southern and Central Asia,48150
2018-01-01,2018,1,Total Southern and Central Asia,30830
2018-02-01,2018,2,Total Southern and Central Asia,38590
2018-03-01,2018,3,Total Southern and Central Asia,43170
2018-04-01,2018,4,Total Southern and Central Asia,41210
2018-05-01,2018,5,Total Southern and Central Asia,46270
2018-06-01,2018,6,Total Southern and Central Asia,37190
2018-07-01,2018,7,Total Southern and Central Asia,30740
2018-08-01,2018,8,Total Southern and Central Asia,36210
2018-09-01,2018,9,Total Southern and Central Asia,36510
2018-10-01,2018,10,Total Southern and Central Asia,36490
2018-11-01,2018,11,Total Southern and Central Asia,42410
2018-12-01,2018,12,Total Southern and Central Asia,55060
2019-01-01,2019,1,Total Southern and Central Asia,32370
2019-02-01,2019,2,Total Southern and Central Asia,43670
2019-03-01,2019,3,Total Southern and Central Asia,45020
2019-04-01,2019,4,Total Southern and Central Asia,41340
2019-05-01,2019,5,Total Southern and Central Asia,50130
2019-06-01,2019,6,Total Southern and Central Asia,42510
2019-07-01,2019,7,Total Southern and Central Asia,34710
2019-08-01,2019,8,Total Southern and Central Asia,44770
2019-09-01,2019,9,Total Southern and Central Asia,43080
2019-10-01,2019,10,Total Southern and Central Asia,40330
2019-11-01,2019,11,Total Southern and Central Asia,49420
2019-12-01,2019,12,Total Southern and Central Asia,62750
2020-01-01,2020,1,Total Southern and Central Asia,32350
2020-02-01,2020,2,Total Southern and Central Asia,50550
2020-03-01,2020,3,Total Southern and Central Asia,27350
2020-04-01,2020,4,Total Southern and Central Asia,140
2020-05-01,2020,5,Total Southern and Central Asia,210
2020-06-01,2020,6,Total Southern and Central Asia,260
2020-07-01,2020,7,Total Southern and Central Asia,140
2020-08-01,2020,8,Total Southern and Central Asia,280
2020-09-01,2020,9,Total Southern and Central Asia,280
2020-10-01,2020,10,Total Southern and Central Asia,470
2020-11-01,2020,11,Total Southern and Central Asia,450
2020-12-01,2020,12,Total Southern and Central Asia,430
2021-01-01,2021,1,Total Southern and Central Asia,400
2021-02-01,2021,2,Total Southern and Central Asia,390
2021-03-01,2021,3,Total Southern and Central Asia,510
2021-04-01,2021,4,Total Southern and Central Asia,410
2021-05-01,2021,5,Total Southern and Central Asia,240
2021-06-01,2021,6,Total Southern and Central Asia,350
2021-07-01,2021,7,Total Southern and Central Asia,450
2021-08-01,2021,8,Total Southern and Central Asia,730
2021-09-01,2021,9,Total Southern and Central Asia,780
2021-10-01,2021,10,Total Southern and Central Asia,430
2021-11-01,2021,11,Total Southern and Central Asia,3330
2021-12-01,2021,12,Total Southern and Central Asia,11270
2022-01-01,2022,1,Total Southern and Central Asia,11210
2022-02-01,2022,2,Total Southern and Central Asia,15860
2022-03-01,2022,3,Total Southern and Central Asia,24730
2022-04-01,2022,4,Total Southern and Central Asia,33620
2022-05-01,2022,5,Total Southern and Central Asia,39740
2022-06-01,2022,6,Total Southern and Central Asia,36970
2022-07-01,2022,7,Total Southern and Central Asia,29210
2022-08-01,2022,8,Total Southern and Central Asia,42840
2022-09-01,2022,9,Total Southern and Central Asia,37100
2022-10-01,2022,10,Total Southern and Central Asia,38400
2022-11-01,2022,11,Total Southern and Central Asia,48470
2022-12-01,2022,12,Total Southern and Central Asia,49430
2023-01-01,2023,1,Total Southern and Central Asia,26080
2023-02-01,2023,2,Total Southern and Central Asia,43580
2023-03-01,2023,3,Total Southern and Central Asia,53200
2023-04-01,2023,4,Total Southern and Central Asia,47160
2023-05-01,2023,5,Total Southern and Central Asia,54680
2023-06-01,2023,6,Total Southern and Central Asia,48370
2023-07-01,2023,7,Total Southern and Central Asia,34180
2023-08-01,2023,8,Total Southern and Central Asia,42430
2023-09-01,2023,9,Total Southern and Central Asia,41170
2023-10-01,2023,10,Total Southern and Central Asia,40840
2023-11-01,2023,11,Total Southern and Central Asia,52450
2023-12-01,2023,12,Total Southern and Central Asia,62040
2024-01-01,2024,1,Total Southern and Central Asia,36200
2024-02-01,2024,2,Total Southern and Central Asia,50700
2024-03-01,2024,3,Total Southern and Central Asia,56490
2024-04-01,2024,4,Total Southern and Central Asia,47520
2024-05-01,2024,5,Total Southern and Central Asia,58390
2024-06-01,2024,6,Total Southern and Central Asia,52690
2024-07-01,2024,7,Total Southern and Central Asia,37300
2024-08-01,2024,8,Total Southern and Central Asia,46060
2024-09-01,2024,9,Total Southern and Central Asia,45240
2024-10-01,2024,10,Total Southern and Central Asia,45460
2024-11-01,2024,11,Total Southern and Central Asia,56260
2024-12-01,2024,12,Total Southern and Central Asia,71630
2025-01-01,2025,1,Total Southern and Central Asia,37840
2025-02-01,2025,2,Total Southern and Central Asia,56180
2025-03-01,2025,3,Total Southern and Central Asia,58390
2025-04-01,2025,4,Total Southern and Central Asia,48930
2025-05-01,2025,5,Total Southern and Central Asia,61490
2025-06-01,2025,6,Total Southern and Central Asia,49090
2025-07-01,2025,7,Total Southern and Central Asia,39670
2025-08-01,2025,8,Total Southern and Central Asia,49600
2025-09-01,2025,9,Total Southern and Central Asia,51030
2025-10-01,2025,10,Total Southern and Central Asia,45010
2025-11-01,2025,11,Total Southern and Central Asia,59900
2025-12-01,2025,12,Total Southern and Central Asia,66650
2026-01-01,2026,1,Total Southern and Central Asia,40740
2026-02-01,2026,2,Total Southern and Central Asia,55600
1991-01-01,1991,1,Total Americas,23600
1991-02-01,1991,2,Total Americas,27980
1991-03-01,1991,3,Total Americas,29700
1991-04-01,1991,4,Total Americas,21280
1991-05-01,1991,5,Total Americas,20360
1991-06-01,1991,6,Total Americas,26110
1991-07-01,1991,7,Total Americas,33620
1991-08-01,1991,8,Total Americas,32770
1991-09-01,1991,9,Total Americas,34860
1991-10-01,1991,10,Total Americas,30260
1991-11-01,1991,11,Total Americas,29990
1991-12-01,1991,12,Total Americas,25660
1992-01-01,1992,1,Total Americas,22290
1992-02-01,1992,2,Total Americas,31690
1992-03-01,1992,3,Total Americas,34230
1992-04-01,1992,4,Total Americas,27040
1992-05-01,1992,5,Total Americas,23320
1992-06-01,1992,6,Total Americas,21910
1992-07-01,1992,7,Total Americas,27340
1992-08-01,1992,8,Total Americas,22000
1992-09-01,1992,9,Total Americas,20970
1992-10-01,1992,10,Total Americas,30330
1992-11-01,1992,11,Total Americas,32820
1992-12-01,1992,12,Total Americas,29680
1993-01-01,1993,1,Total Americas,25590
1993-02-01,1993,2,Total Americas,34710
1993-03-01,1993,3,Total Americas,34730
1993-04-01,1993,4,Total Americas,24770
1993-05-01,1993,5,Total Americas,26400
1993-06-01,1993,6,Total Americas,23340
1993-07-01,1993,7,Total Americas,29990
1993-08-01,1993,8,Total Americas,22950
1993-09-01,1993,9,Total Americas,24430
1993-10-01,1993,10,Total Americas,33810
1993-11-01,1993,11,Total Americas,32970
1993-12-01,1993,12,Total Americas,31460
1994-01-01,1994,1,Total Americas,28460
1994-02-01,1994,2,Total Americas,35560
1994-03-01,1994,3,Total Americas,38770
1994-04-01,1994,4,Total Americas,29640
1994-05-01,1994,5,Total Americas,20640
1994-06-01,1994,6,Total Americas,25560
1994-07-01,1994,7,Total Americas,32320
1994-08-01,1994,8,Total Americas,23910
1994-09-01,1994,9,Total Americas,25310
1994-10-01,1994,10,Total Americas,33930
1994-11-01,1994,11,Total Americas,34270
1994-12-01,1994,12,Total Americas,33250
1995-01-01,1995,1,Total Americas,30630
1995-02-01,1995,2,Total Americas,38840
1995-03-01,1995,3,Total Americas,35860
1995-04-01,1995,4,Total Americas,28880
1995-05-01,1995,5,Total Americas,22080
1995-06-01,1995,6,Total Americas,29780
1995-07-01,1995,7,Total Americas,36010
1995-08-01,1995,8,Total Americas,25820
1995-09-01,1995,9,Total Americas,23800
1995-10-01,1995,10,Total Americas,35780
1995-11-01,1995,11,Total Americas,35050
1995-12-01,1995,12,Total Americas,39320
1996-01-01,1996,1,Total Americas,31070
1996-02-01,1996,2,Total Americas,41850
1996-03-01,1996,3,Total Americas,37330
1996-04-01,1996,4,Total Americas,32550
1996-05-01,1996,5,Total Americas,22860
1996-06-01,1996,6,Total Americas,30860
1996-07-01,1996,7,Total Americas,35850
1996-08-01,1996,8,Total Americas,27220
1996-09-01,1996,9,Total Americas,25530
1996-10-01,1996,10,Total Americas,36990
1996-11-01,1996,11,Total Americas,39370
1996-12-01,1996,12,Total Americas,39790
1997-01-01,1997,1,Total Americas,35390
1997-02-01,1997,2,Total Americas,40980
1997-03-01,1997,3,Total Americas,37960
1997-04-01,1997,4,Total Americas,31220
1997-05-01,1997,5,Total Americas,25480
1997-06-01,1997,6,Total Americas,32800
1997-07-01,1997,7,Total Americas,40210
1997-08-01,1997,8,Total Americas,30120
1997-09-01,1997,9,Total Americas,28890
1997-10-01,1997,10,Total Americas,35270
1997-11-01,1997,11,Total Americas,38590
1997-12-01,1997,12,Total Americas,43190
1998-01-01,1998,1,Total Americas,39730
1998-02-01,1998,2,Total Americas,47010
1998-03-01,1998,3,Total Americas,44670
1998-04-01,1998,4,Total Americas,38640
1998-05-01,1998,5,Total Americas,29340
1998-06-01,1998,6,Total Americas,34180
1998-07-01,1998,7,Total Americas,43200
1998-08-01,1998,8,Total Americas,31040
1998-09-01,1998,9,Total Americas,30390
1998-10-01,1998,10,Total Americas,43630
1998-11-01,1998,11,Total Americas,43200
1998-12-01,1998,12,Total Americas,48570
1999-01-01,1999,1,Total Americas,45110
1999-02-01,1999,2,Total Americas,53360
1999-03-01,1999,3,Total Americas,50570
1999-04-01,1999,4,Total Americas,38170
1999-05-01,1999,5,Total Americas,31580
1999-06-01,1999,6,Total Americas,41260
1999-07-01,1999,7,Total Americas,46080
1999-08-01,1999,8,Total Americas,36350
1999-09-01,1999,9,Total Americas,34750
1999-10-01,1999,10,Total Americas,46500
1999-11-01,1999,11,Total Americas,44920
1999-12-01,1999,12,Total Americas,58960
2000-01-01,2000,1,Total Americas,47920
2000-02-01,2000,2,Total Americas,53310
2000-03-01,2000,3,Total Americas,53470
2000-04-01,2000,4,Total Americas,43270
2000-05-01,2000,5,Total Americas,37020
2000-06-01,2000,6,Total Americas,48510
2000-07-01,2000,7,Total Americas,53830
2000-08-01,2000,8,Total Americas,41650
2000-09-01,2000,9,Total Americas,70880
2000-10-01,2000,10,Total Americas,54780
2000-11-01,2000,11,Total Americas,53840
2000-12-01,2000,12,Total Americas,62450
2001-01-01,2001,1,Total Americas,50170
2001-02-01,2001,2,Total Americas,59430
2001-03-01,2001,3,Total Americas,60290
2001-04-01,2001,4,Total Americas,45910
2001-05-01,2001,5,Total Americas,42390
2001-06-01,2001,6,Total Americas,49410
2001-07-01,2001,7,Total Americas,58090
2001-08-01,2001,8,Total Americas,41150
2001-09-01,2001,9,Total Americas,31990
2001-10-01,2001,10,Total Americas,40010
2001-11-01,2001,11,Total Americas,42020
2001-12-01,2001,12,Total Americas,56590
2002-01-01,2002,1,Total Americas,52230
2002-02-01,2002,2,Total Americas,55770
2002-03-01,2002,3,Total Americas,54430
2002-04-01,2002,4,Total Americas,38260
2002-05-01,2002,5,Total Americas,34330
2002-06-01,2002,6,Total Americas,46180
2002-07-01,2002,7,Total Americas,54410
2002-08-01,2002,8,Total Americas,37200
2002-09-01,2002,9,Total Americas,33960
2002-10-01,2002,10,Total Americas,47990
2002-11-01,2002,11,Total Americas,46770
2002-12-01,2002,12,Total Americas,54650
2003-01-01,2003,1,Total Americas,48240
2003-02-01,2003,2,Total Americas,52960
2003-03-01,2003,3,Total Americas,48060
2003-04-01,2003,4,Total Americas,34370
2003-05-01,2003,5,Total Americas,34050
2003-06-01,2003,6,Total Americas,44460
2003-07-01,2003,7,Total Americas,53450
2003-08-01,2003,8,Total Americas,38290
2003-09-01,2003,9,Total Americas,34720
2003-10-01,2003,10,Total Americas,42910
2003-11-01,2003,11,Total Americas,48850
2003-12-01,2003,12,Total Americas,57140
2004-01-01,2004,1,Total Americas,47290
2004-02-01,2004,2,Total Americas,56280
2004-03-01,2004,3,Total Americas,49600
2004-04-01,2004,4,Total Americas,39180
2004-05-01,2004,5,Total Americas,37200
2004-06-01,2004,6,Total Americas,46960
2004-07-01,2004,7,Total Americas,55140
2004-08-01,2004,8,Total Americas,42780
2004-09-01,2004,9,Total Americas,34170
2004-10-01,2004,10,Total Americas,44140
2004-11-01,2004,11,Total Americas,46740
2004-12-01,2004,12,Total Americas,61800
2005-01-01,2005,1,Total Americas,52630
2005-02-01,2005,2,Total Americas,57070
2005-03-01,2005,3,Total Americas,57510
2005-04-01,2005,4,Total Americas,41710
2005-05-01,2005,5,Total Americas,38180
2005-06-01,2005,6,Total Americas,49140
2005-07-01,2005,7,Total Americas,56660
2005-08-01,2005,8,Total Americas,43240
2005-09-01,2005,9,Total Americas,36530
2005-10-01,2005,10,Total Americas,43450
2005-11-01,2005,11,Total Americas,47020
2005-12-01,2005,12,Total Americas,61790
2006-01-01,2006,1,Total Americas,52810
2006-02-01,2006,2,Total Americas,61810
2006-03-01,2006,3,Total Americas,58930
2006-04-01,2006,4,Total Americas,48050
2006-05-01,2006,5,Total Americas,38640
2006-06-01,2006,6,Total Americas,51640
2006-07-01,2006,7,Total Americas,57410
2006-08-01,2006,8,Total Americas,42180
2006-09-01,2006,9,Total Americas,40680
2006-10-01,2006,10,Total Americas,46280
2006-11-01,2006,11,Total Americas,51960
2006-12-01,2006,12,Total Americas,63110
2007-01-01,2007,1,Total Americas,54610
2007-02-01,2007,2,Total Americas,59660
2007-03-01,2007,3,Total Americas,62510
2007-04-01,2007,4,Total Americas,48430
2007-05-01,2007,5,Total Americas,39730
2007-06-01,2007,6,Total Americas,51570
2007-07-01,2007,7,Total Americas,60890
2007-08-01,2007,8,Total Americas,42250
2007-09-01,2007,9,Total Americas,44180
2007-10-01,2007,10,Total Americas,50930
2007-11-01,2007,11,Total Americas,54010
2007-12-01,2007,12,Total Americas,68910
2008-01-01,2008,1,Total Americas,56980
2008-02-01,2008,2,Total Americas,73640
2008-03-01,2008,3,Total Americas,62630
2008-04-01,2008,4,Total Americas,48090
2008-05-01,2008,5,Total Americas,42880
2008-06-01,2008,6,Total Americas,46750
2008-07-01,2008,7,Total Americas,73640
2008-08-01,2008,8,Total Americas,46910
2008-09-01,2008,9,Total Americas,40020
2008-10-01,2008,10,Total Americas,47400
2008-11-01,2008,11,Total Americas,57170
2008-12-01,2008,12,Total Americas,68950
2009-01-01,2009,1,Total Americas,53840
2009-02-01,2009,2,Total Americas,66610
2009-03-01,2009,3,Total Americas,60550
2009-04-01,2009,4,Total Americas,47580
2009-05-01,2009,5,Total Americas,44370
2009-06-01,2009,6,Total Americas,50580
2009-07-01,2009,7,Total Americas,63920
2009-08-01,2009,8,Total Americas,50220
2009-09-01,2009,9,Total Americas,47260
2009-10-01,2009,10,Total Americas,59490
2009-11-01,2009,11,Total Americas,61610
2009-12-01,2009,12,Total Americas,80560
2010-01-01,2010,1,Total Americas,60210
2010-02-01,2010,2,Total Americas,68920
2010-03-01,2010,3,Total Americas,63600
2010-04-01,2010,4,Total Americas,47960
2010-05-01,2010,5,Total Americas,45490
2010-06-01,2010,6,Total Americas,52030
2010-07-01,2010,7,Total Americas,57740
2010-08-01,2010,8,Total Americas,50320
2010-09-01,2010,9,Total Americas,46620
2010-10-01,2010,10,Total Americas,52520
2010-11-01,2010,11,Total Americas,58830
2010-12-01,2010,12,Total Americas,80470
2011-01-01,2011,1,Total Americas,58290
2011-02-01,2011,2,Total Americas,71750
2011-03-01,2011,3,Total Americas,62110
2011-04-01,2011,4,Total Americas,49060
2011-05-01,2011,5,Total Americas,44460
2011-06-01,2011,6,Total Americas,46830
2011-07-01,2011,7,Total Americas,58750
2011-08-01,2011,8,Total Americas,43610
2011-09-01,2011,9,Total Americas,45090
2011-10-01,2011,10,Total Americas,50930
2011-11-01,2011,11,Total Americas,63980
2011-12-01,2011,12,Total Americas,80060
2012-01-01,2012,1,Total Americas,64030
2012-02-01,2012,2,Total Americas,73490
2012-03-01,2012,3,Total Americas,65930
2012-04-01,2012,4,Total Americas,54280
2012-05-01,2012,5,Total Americas,46710
2012-06-01,2012,6,Total Americas,50640
2012-07-01,2012,7,Total Americas,58670
2012-08-01,2012,8,Total Americas,46930
2012-09-01,2012,9,Total Americas,50530
2012-10-01,2012,10,Total Americas,57920
2012-11-01,2012,11,Total Americas,68130
2012-12-01,2012,12,Total Americas,87730
2013-01-01,2013,1,Total Americas,68440
2013-02-01,2013,2,Total Americas,77720
2013-03-01,2013,3,Total Americas,73650
2013-04-01,2013,4,Total Americas,53900
2013-05-01,2013,5,Total Americas,46080
2013-06-01,2013,6,Total Americas,51690
2013-07-01,2013,7,Total Americas,58300
2013-08-01,2013,8,Total Americas,46870
2013-09-01,2013,9,Total Americas,48420
2013-10-01,2013,10,Total Americas,60660
2013-11-01,2013,11,Total Americas,70720
2013-12-01,2013,12,Total Americas,94310
2014-01-01,2014,1,Total Americas,69190
2014-02-01,2014,2,Total Americas,85300
2014-03-01,2014,3,Total Americas,80750
2014-04-01,2014,4,Total Americas,57030
2014-05-01,2014,5,Total Americas,55340
2014-06-01,2014,6,Total Americas,52310
2014-07-01,2014,7,Total Americas,60870
2014-08-01,2014,8,Total Americas,52340
2014-09-01,2014,9,Total Americas,50840
2014-10-01,2014,10,Total Americas,65080
2014-11-01,2014,11,Total Americas,79520
2014-12-01,2014,12,Total Americas,98400
2015-01-01,2015,1,Total Americas,70370
2015-02-01,2015,2,Total Americas,91130
2015-03-01,2015,3,Total Americas,90940
2015-04-01,2015,4,Total Americas,61380
2015-05-01,2015,5,Total Americas,53040
2015-06-01,2015,6,Total Americas,61460
2015-07-01,2015,7,Total Americas,63630
2015-08-01,2015,8,Total Americas,53400
2015-09-01,2015,9,Total Americas,56520
2015-10-01,2015,10,Total Americas,71650
2015-11-01,2015,11,Total Americas,82150
2015-12-01,2015,12,Total Americas,114440
2016-01-01,2016,1,Total Americas,77750
